Project,BugID,File,Line,Rule,Code_Snippet,Description
Chart,14,/source/org/jfree/chart/plot/XYPlot.java,3421,UnusedAssignment,ValueAxis valueAxis = null;,The initializer for variable 'valueAxis' is never used (overwritten on lines 3425 and 3428)
Chart,14,/source/org/jfree/chart/plot/XYPlot.java,3746,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 3750 and 3756)
Chart,14,/source/org/jfree/chart/plot/XYPlot.java,3812,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 3816 and 3822)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,833,UnusedAssignment,Paint result = null;,The initializer for variable 'result' is never used (overwritten on line 836)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,1023,UnusedAssignment,Paint result = null;,The initializer for variable 'result' is never used (overwritten on line 1026)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,1158,UnusedAssignment,Stroke result = null;,The initializer for variable 'result' is never used (overwritten on line 1161)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,2213,UnusedLocalVariable,double runningTotal = 0.0;,Avoid unused local variables such as 'runningTotal'.
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,2256,UnusedAssignment,double angle1 = 0.0;,The initializer for variable 'angle1' is never used (overwritten on lines 2260 and 2264)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,2257,UnusedAssignment,double angle2 = 0.0;,The initializer for variable 'angle2' is never used (overwritten on lines 2261 and 2265)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,2359,UnusedAssignment,boolean include = true;,The initializer for variable 'include' is never used (overwritten on lines 2363 and 2367)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,2454,UnusedAssignment,boolean include = true;,The initializer for variable 'include' is never used (overwritten on lines 2458 and 2462)
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,2616,UnusedLocalVariable,int section = 0;,Avoid unused local variables such as 'section'.
Chart,15,/source/org/jfree/chart/plot/PiePlot.java,2622,UnusedAssignment,boolean include = true;,"The initializer for variable 'include' is never used (overwritten on lines 2624, 2629 and 2632)"
Chart,17,/source/org/jfree/data/time/TimeSeries.java,504,UnusedAssignment,boolean added = false;,"The initializer for variable 'added' is never used (overwritten on lines 508, 514 and 520)"
Chart,19,/source/org/jfree/chart/plot/CategoryPlot.java,816,UnusedAssignment,RectangleEdge result = null;,The initializer for variable 'result' is never used (overwritten on lines 819 and 822)
Chart,19,/source/org/jfree/chart/plot/CategoryPlot.java,3114,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 3118 and 3124)
Chart,23,/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,345,UnusedAssignment,Shape shape = null;,The initializer for variable 'shape' is never used (overwritten on line 346)
Chart,24,/source/org/jfree/chart/renderer/GrayPaintScale.java,125,UnusedAssignment,"v = Math.min(v, this.upperBound);",The value assigned to variable 'v' is never used
Chart,25,/source/org/jfree/chart/renderer/category/StatisticalBarRenderer.java,334,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on line 335)
Chart,25,/source/org/jfree/chart/renderer/category/StatisticalBarRenderer.java,477,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on line 478)
Cli,3,/src/java/org/apache/commons/cli/TypeHandler.java,113,UnusedAssignment,Class cl = null;,The initializer for variable 'cl' is never used (overwritten on line 117)
Cli,3,/src/java/org/apache/commons/cli/TypeHandler.java,126,UnusedAssignment,Object instance = null;,The initializer for variable 'instance' is never used (overwritten on line 130)
Cli,7,/src/java/org/apache/commons/cli2/builder/PatternBuilder.java,136,UnusedAssignment,char ch = ' ';,The initializer for variable 'ch' is never used (overwritten on line 141)
Cli,31,/src/main/java/org/apache/commons/cli/OptionBuilder.java,351,UnusedAssignment,Option option = null;,The initializer for variable 'option' is never used (overwritten on line 355)
Cli,34,/src/main/java/org/apache/commons/cli/OptionBuilder.java,353,UnusedAssignment,Option option = null;,The initializer for variable 'option' is never used (overwritten on line 357)
Closure,1,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,546,UnusedLocalVariable,Node argParent = arg.getParent();,Avoid unused local variables such as 'argParent'.
Closure,1,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,722,UnusedAssignment,boolean changes = false;,The initializer for variable 'changes' is never used (overwritten on line 724)
Closure,1,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,735,UnusedAssignment,boolean assignedToUnknownValue = false;,The initializer for variable 'assignedToUnknownValue' is never used (overwritten on lines 741 and 746)
Closure,1,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,802,UnusedLocalVariable,CodingConvention convention = codingConvention;,Avoid unused local variables such as 'convention'.
Closure,2,/src/com/google/javascript/jscomp/TypeCheck.java,973,UnusedLocalVariable,JSType rvalueType = getJSType(assign.getLastChild());,Avoid unused local variables such as 'rvalueType'.
Closure,2,/src/com/google/javascript/jscomp/TypeCheck.java,1305,UnusedFormalParameter,"String property, Node lvalue, Node rvalue) {",Avoid unused method parameters such as 'property'.
Closure,2,/src/com/google/javascript/jscomp/TypeCheck.java,1305,UnusedFormalParameter,"String property, Node lvalue, Node rvalue) {",Avoid unused method parameters such as 'lvalue'.
Closure,2,/src/com/google/javascript/jscomp/TypeCheck.java,1383,UnusedFormalParameter,"private void visitGetProp(NodeTraversal t, Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,2,/src/com/google/javascript/jscomp/TypeCheck.java,1745,UnusedAssignment,Node argument = null;,The initializer for variable 'argument' is never used (overwritten on line 1754)
Closure,3,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,205,UnusedLocalVariable,final MustDef defs = state.getIn();,Avoid unused local variables such as 'defs'.
Closure,3,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,444,UnusedFormalParameter,"private void getDefinition(Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,3,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,473,UnusedFormalParameter,"private void getNumUseInUseCfgNode(Node n, Node parant) {",Avoid unused method parameters such as 'parant'.
Closure,4,/src/com/google/javascript/rhino/jstype/NamedType.java,303,UnusedFormalParameter,StaticScope<JSType> enclosing) {,Avoid unused method parameters such as 'enclosing'.
Closure,5,/src/com/google/javascript/jscomp/InlineObjectLiterals.java,269,UnusedFormalParameter,"Var v, ReferenceCollection referenceInfo) {",Avoid unused method parameters such as 'v'.
Closure,5,/src/com/google/javascript/jscomp/InlineObjectLiterals.java,396,UnusedFormalParameter,"private void splitObject(Var v, Reference declaration,",Avoid unused method parameters such as 'declaration'.
Closure,10,/src/com/google/javascript/jscomp/NodeUtil.java,250,UnusedLocalVariable,int nextSlot = 0;,Avoid unused local variables such as 'nextSlot'.
Closure,10,/src/com/google/javascript/jscomp/NodeUtil.java,251,UnusedLocalVariable,int nextSkipSlot = 0;,Avoid unused local variables such as 'nextSkipSlot'.
Closure,11,/src/com/google/javascript/jscomp/TypeCheck.java,917,UnusedLocalVariable,JSType rvalueType = getJSType(assign.getLastChild());,Avoid unused local variables such as 'rvalueType'.
Closure,11,/src/com/google/javascript/jscomp/TypeCheck.java,1225,UnusedFormalParameter,"String property, Node lvalue, Node rvalue) {",Avoid unused method parameters such as 'property'.
Closure,11,/src/com/google/javascript/jscomp/TypeCheck.java,1225,UnusedFormalParameter,"String property, Node lvalue, Node rvalue) {",Avoid unused method parameters such as 'lvalue'.
Closure,11,/src/com/google/javascript/jscomp/TypeCheck.java,1667,UnusedAssignment,Node argument = null;,The initializer for variable 'argument' is never used (overwritten on line 1676)
Closure,12,/src/com/google/javascript/jscomp/MaybeReachingVariableUse.java,159,UnusedFormalParameter,private boolean hasExceptionHandler(Node cfgNode) {,Avoid unused method parameters such as 'cfgNode'.
Closure,13,/src/com/google/javascript/jscomp/PeepholeOptimizationsPass.java,175,UnusedAssignment,boolean somethingChanged = false;,The initializer for variable 'somethingChanged' is never used (overwritten on line 178)
Closure,15,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,186,UnusedLocalVariable,final MustDef defs = state.getIn();,Avoid unused local variables such as 'defs'.
Closure,15,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,409,UnusedFormalParameter,"private void getDefinition(Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,15,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,438,UnusedFormalParameter,"private void getNumUseInUseCfgNode(Node n, Node parant) {",Avoid unused method parameters such as 'parant'.
Closure,16,/src/com/google/javascript/jscomp/ScopedAliases.java,299,UnusedLocalVariable,int type = n.getType();,Avoid unused local variables such as 'type'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,196,UnusedAssignment,Scope newScope = null;,The initializer for variable 'newScope' is never used (overwritten on lines 204 and 210)
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,197,UnusedAssignment,AbstractScopeBuilder scopeBuilder = null;,The initializer for variable 'scopeBuilder' is never used (overwritten on lines 207 and 212)
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,352,UnusedLocalVariable,Node nameNode = null;,Avoid unused local variables such as 'nameNode'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,377,UnusedFormalParameter,"Node nameNode, Node valueNode, JSDocInfo info) {",Avoid unused method parameters such as 'valueNode'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,557,UnusedFormalParameter,"private void attachLiteralTypes(NodeTraversal t, Node n) {",Avoid unused method parameters such as 't'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,683,UnusedLocalVariable,boolean isExtern = keyNode.isFromExterns();,Avoid unused local variables such as 'isExtern'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,695,UnusedFormalParameter,"private JSType getDeclaredTypeInAnnotation(String sourceName,",Avoid unused method parameters such as 'sourceName'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,698,UnusedLocalVariable,Node objNode =,Avoid unused local variables such as 'objNode'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,787,UnusedFormalParameter,"private void defineName(Node name, Node var, Node parent, JSDocInfo info) {",Avoid unused method parameters such as 'parent'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,873,UnusedLocalVariable,Node fnBlock = isFnLiteral ? parametersNode.getNext() : null;,Avoid unused local variables such as 'fnBlock'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,890,UnusedAssignment,Var ownerVar = null;,The initializer for variable 'ownerVar' is never used (overwritten on line 894)
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,995,UnusedFormalParameter,"JSDocInfo info, Node lValueNode) {",Avoid unused method parameters such as 'lValueNode'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1123,UnusedAssignment,Var newVar = null;,The initializer for variable 'newVar' is never used (overwritten on lines 1129 and 1137)
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1289,UnusedLocalVariable,JSType knownType = null;,Avoid unused local variables such as 'knownType'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1340,UnusedFormalParameter,"NodeTraversal t, Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,17,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1918,UnusedLocalVariable,Node body = astParameters.getNext();,Avoid unused local variables such as 'body'.
Closure,18,/src/com/google/javascript/jscomp/Compiler.java,894,UnusedLocalVariable,String passToCheck = currentPassName;,Avoid unused local variables such as 'passToCheck'.
Closure,20,/src/com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax.java,345,UnusedAssignment,Node thenExpr = null;,The initializer for variable 'thenExpr' is never used (overwritten on lines 348 and 351)
Closure,23,/src/com/google/javascript/jscomp/PeepholeFoldConstants.java,1326,UnusedAssignment,String stringValue = null;,The initializer for variable 'stringValue' is never used (overwritten on lines 1328 and 1334)
Closure,23,/src/com/google/javascript/jscomp/PeepholeFoldConstants.java,1423,UnusedLocalVariable,Node parent = n.getParent();,Avoid unused local variables such as 'parent'.
Closure,24,/src/com/google/javascript/jscomp/ScopedAliases.java,276,UnusedLocalVariable,int type = n.getType();,Avoid unused local variables such as 'type'.
Closure,25,/src/com/google/javascript/jscomp/TypeInference.java,677,UnusedLocalVariable,Node value = name.getFirstChild();,Avoid unused local variables such as 'value'.
Closure,25,/src/com/google/javascript/jscomp/TypeInference.java,891,UnusedFormalParameter,"private void updateBind(Node n, FunctionType fnType) {",Avoid unused method parameters such as 'fnType'.
Closure,29,/src/com/google/javascript/jscomp/InlineObjectLiterals.java,256,UnusedFormalParameter,"Var v, ReferenceCollection referenceInfo) {",Avoid unused method parameters such as 'v'.
Closure,29,/src/com/google/javascript/jscomp/InlineObjectLiterals.java,383,UnusedFormalParameter,"private void splitObject(Var v, Reference declaration,",Avoid unused method parameters such as 'declaration'.
Closure,30,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,185,UnusedLocalVariable,final MustDef defs = state.getIn();,Avoid unused local variables such as 'defs'.
Closure,30,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,403,UnusedFormalParameter,"private void getDefinition(Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,30,/src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,432,UnusedFormalParameter,"private void getNumUseInUseCfgNode(Node n, Node parant) {",Avoid unused method parameters such as 'parant'.
Closure,30,/src/com/google/javascript/jscomp/MustBeReachingVariableDef.java,165,UnusedLocalVariable,Node aNode = aDef.node;,Avoid unused local variables such as 'aNode'.
Closure,31,/src/com/google/javascript/jscomp/Compiler.java,890,UnusedLocalVariable,String passToCheck = currentPassName;,Avoid unused local variables such as 'passToCheck'.
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,484,UnusedAssignment,token = next();,The value assigned to variable 'token' is never used (overwritten on lines 489 and 503)
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,489,UnusedAssignment,token = next();,The value assigned to variable 'token' is never used (overwritten on line 503)
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,557,UnusedAssignment,lineno = stream.getLineno();,The value assigned to variable 'lineno' is never used (overwritten on line 217)
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,558,UnusedAssignment,charno = stream.getCharno();,The value assigned to variable 'charno' is never used (overwritten on line 218)
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,825,UnusedAssignment,Node typeNode = null;,The initializer for variable 'typeNode' is never used (overwritten on lines 830 and 834)
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,1146,UnusedAssignment,Node typeNode = null;,The initializer for variable 'typeNode' is never used (overwritten on lines 1149 and 1151)
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,1957,UnusedFormalParameter,private Node parseResultType(JsDocToken token) {,Avoid unused method parameters such as 'token'.
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,1957,UnusedAssignment,private Node parseResultType(JsDocToken token) {,The initial value of parameter 'token' is never used (overwritten on line 1963)
Closure,32,/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java,1963,UnusedAssignment,token = next();,The value assigned to variable 'token' is never used
Closure,34,/src/com/google/javascript/jscomp/CodeGenerator.java,742,UnusedFormalParameter,"Node n, int op, String opStr, Context context,",Avoid unused method parameters such as 'opStr'.
Closure,35,/src/com/google/javascript/jscomp/TypeInference.java,675,UnusedLocalVariable,Node value = name.getFirstChild();,Avoid unused local variables such as 'value'.
Closure,35,/src/com/google/javascript/jscomp/TypeInference.java,889,UnusedFormalParameter,"private void updateBind(Node n, FunctionType fnType) {",Avoid unused method parameters such as 'fnType'.
Closure,40,/src/com/google/javascript/jscomp/NameAnalyzer.java,934,UnusedFormalParameter,"private boolean maybeHiddenAlias(String name, Node n) {",Avoid unused method parameters such as 'name'.
Closure,40,/src/com/google/javascript/jscomp/NameAnalyzer.java,1071,UnusedAssignment,AliasSet resultSet = null;,"The initializer for variable 'resultSet' is never used (overwritten on lines 1073, 1075, 1081 and 1084)"
Closure,41,/src/com/google/javascript/jscomp/FunctionTypeBuilder.java,443,UnusedAssignment,boolean isVarArgs = false;,The initializer for variable 'isVarArgs' is never used (overwritten on line 451)
Closure,41,/src/com/google/javascript/jscomp/FunctionTypeBuilder.java,449,UnusedAssignment,JSType parameterType = null;,"The initializer for variable 'parameterType' is never used (overwritten on lines 455, 458 and 462)"
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,196,UnusedAssignment,Scope newScope = null;,The initializer for variable 'newScope' is never used (overwritten on lines 204 and 210)
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,197,UnusedAssignment,AbstractScopeBuilder scopeBuilder = null;,The initializer for variable 'scopeBuilder' is never used (overwritten on lines 207 and 212)
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,352,UnusedLocalVariable,Node nameNode = null;,Avoid unused local variables such as 'nameNode'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,377,UnusedFormalParameter,"Node nameNode, Node valueNode, JSDocInfo info) {",Avoid unused method parameters such as 'valueNode'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,549,UnusedFormalParameter,"private void attachLiteralTypes(NodeTraversal t, Node n) {",Avoid unused method parameters such as 't'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,669,UnusedLocalVariable,boolean isExtern = keyNode.isFromExterns();,Avoid unused local variables such as 'isExtern'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,681,UnusedFormalParameter,"private JSType getDeclaredTypeInAnnotation(String sourceName,",Avoid unused method parameters such as 'sourceName'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,684,UnusedLocalVariable,Node objNode =,Avoid unused local variables such as 'objNode'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,773,UnusedFormalParameter,"private void defineName(Node name, Node var, Node parent, JSDocInfo info) {",Avoid unused method parameters such as 'parent'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,859,UnusedLocalVariable,Node fnBlock = isFnLiteral ? parametersNode.getNext() : null;,Avoid unused local variables such as 'fnBlock'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,876,UnusedAssignment,Var ownerVar = null;,The initializer for variable 'ownerVar' is never used (overwritten on line 880)
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,973,UnusedFormalParameter,"JSDocInfo info, Node lValueNode) {",Avoid unused method parameters such as 'lValueNode'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1101,UnusedAssignment,Var newVar = null;,The initializer for variable 'newVar' is never used (overwritten on lines 1107 and 1115)
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1267,UnusedLocalVariable,JSType knownType = null;,Avoid unused local variables such as 'knownType'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1316,UnusedFormalParameter,"NodeTraversal t, Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,43,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1871,UnusedLocalVariable,Node body = astParameters.getNext();,Avoid unused local variables such as 'body'.
Closure,45,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,529,UnusedLocalVariable,Node argParent = arg.getParent();,Avoid unused local variables such as 'argParent'.
Closure,45,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,705,UnusedAssignment,boolean changes = false;,The initializer for variable 'changes' is never used (overwritten on line 707)
Closure,45,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,718,UnusedAssignment,boolean assignedToUnknownValue = false;,The initializer for variable 'assignedToUnknownValue' is never used (overwritten on lines 724 and 729)
Closure,45,/src/com/google/javascript/jscomp/RemoveUnusedVars.java,781,UnusedLocalVariable,CodingConvention convention = codingConvention;,Avoid unused local variables such as 'convention'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,196,UnusedAssignment,Scope newScope = null;,The initializer for variable 'newScope' is never used (overwritten on lines 204 and 210)
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,197,UnusedAssignment,AbstractScopeBuilder scopeBuilder = null;,The initializer for variable 'scopeBuilder' is never used (overwritten on lines 207 and 212)
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,352,UnusedLocalVariable,Node nameNode = null;,Avoid unused local variables such as 'nameNode'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,377,UnusedFormalParameter,"Node nameNode, Node valueNode, JSDocInfo info) {",Avoid unused method parameters such as 'valueNode'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,655,UnusedLocalVariable,boolean isExtern = t.getInput() != null && t.getInput().isExtern();,Avoid unused local variables such as 'isExtern'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,668,UnusedFormalParameter,"private JSType getDeclaredTypeInAnnotation(String sourceName,",Avoid unused method parameters such as 'sourceName'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,671,UnusedLocalVariable,Node objNode =,Avoid unused local variables such as 'objNode'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,760,UnusedFormalParameter,"private void defineName(Node name, Node var, Node parent, JSDocInfo info) {",Avoid unused method parameters such as 'parent'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,846,UnusedLocalVariable,Node fnBlock = isFnLiteral ? parametersNode.getNext() : null;,Avoid unused local variables such as 'fnBlock'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,863,UnusedAssignment,Var ownerVar = null;,The initializer for variable 'ownerVar' is never used (overwritten on line 867)
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,960,UnusedFormalParameter,"JSDocInfo info, Node lValueNode) {",Avoid unused method parameters such as 'lValueNode'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1248,UnusedLocalVariable,JSType knownType = null;,Avoid unused local variables such as 'knownType'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1297,UnusedFormalParameter,"NodeTraversal t, Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,48,/src/com/google/javascript/jscomp/TypedScopeCreator.java,1836,UnusedLocalVariable,Node body = astParameters.getNext();,Avoid unused local variables such as 'body'.
Closure,50,/src/com/google/javascript/jscomp/PeepholeReplaceKnownMethods.java,235,UnusedAssignment,String stringVal = null;,The initializer for variable 'stringVal' is never used (overwritten on lines 241 and 258)
Closure,50,/src/com/google/javascript/jscomp/PeepholeReplaceKnownMethods.java,293,UnusedAssignment,int newVal = 0;,The initializer for variable 'newVal' is never used (overwritten on line 295)
