Project,BugID,File,Line,Rule,Code_Snippet,Description
Chart,1,source/org/jfree/chart/annotations/XYTextAnnotation.java,635,UnusedAssignment,int result = 193;,The initializer for variable 'result' is never used (overwritten on line 636)
Chart,1,source/org/jfree/chart/annotations/XYTextAnnotation.java,636,UnusedAssignment,result = 37 * this.text.hashCode();,The value assigned to variable 'result' is never used (overwritten on line 637)
Chart,1,source/org/jfree/chart/annotations/XYTitleAnnotation.java,259,UnusedAssignment,double anchorX = 0.0;,The initializer for variable 'anchorX' is never used (overwritten on lines 262 and 266)
Chart,1,source/org/jfree/chart/annotations/XYTitleAnnotation.java,260,UnusedAssignment,double anchorY = 0.0;,The initializer for variable 'anchorY' is never used (overwritten on lines 263 and 267)
Chart,1,source/org/jfree/chart/axis/AxisLocation.java,143,UnusedAssignment,AxisLocation result = null;,"The initializer for variable 'result' is never used (overwritten on lines 145, 148, 151 and 154)"
Chart,1,source/org/jfree/chart/axis/CategoryAxis.java,778,UnusedAssignment,double result = 0.0;,The initializer for variable 'result' is never used (overwritten on lines 789 and 794)
Chart,1,source/org/jfree/chart/axis/CategoryAxis.java,882,UnusedAssignment,double labelHeight = 0.0;,The initializer for variable 'labelHeight' is never used (overwritten on line 885)
Chart,1,source/org/jfree/chart/axis/CategoryAxis.java,883,UnusedAssignment,double labelWidth = 0.0;,The initializer for variable 'labelWidth' is never used (overwritten on line 890)
Chart,1,source/org/jfree/chart/axis/CategoryAxis.java,1106,UnusedAssignment,float l = 0.0f;,"The initializer for variable 'l' is never used (overwritten on lines 1108, 1113 and 1116)"
Chart,1,source/org/jfree/chart/axis/CyclicNumberAxis.java,474,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 484, 504 and 522)"
Chart,1,source/org/jfree/chart/axis/CyclicNumberAxis.java,475,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 500, 519 and 537)"
Chart,1,source/org/jfree/chart/axis/CyclicNumberAxis.java,628,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 634, 653, 674 and 692)"
Chart,1,source/org/jfree/chart/axis/CyclicNumberAxis.java,629,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 649, 668, 689 and 707)"
Chart,1,source/org/jfree/chart/axis/CyclicNumberAxis.java,1000,UnusedAssignment,double ol = getTickMarkOutsideLength();,The initializer for variable 'ol' is never used (overwritten on lines 1004 and 1007)
Chart,1,source/org/jfree/chart/axis/DateAxis.java,599,UnusedAssignment,Date result = null;,The initializer for variable 'result' is never used (overwritten on lines 603 and 606)
Chart,1,source/org/jfree/chart/axis/DateAxis.java,649,UnusedAssignment,Date result = null;,The initializer for variable 'result' is never used (overwritten on lines 653 and 656)
Chart,1,source/org/jfree/chart/axis/DateAxis.java,983,UnusedAssignment,minutes = 0;,The value assigned to variable 'minutes' is never used
Chart,1,source/org/jfree/chart/axis/DateAxis.java,984,UnusedAssignment,seconds = 0;,The value assigned to variable 'seconds' is never used
Chart,1,source/org/jfree/chart/axis/DateAxis.java,988,UnusedAssignment,minutes = 0;,The value assigned to variable 'minutes' is never used
Chart,1,source/org/jfree/chart/axis/DateAxis.java,989,UnusedAssignment,seconds = 0;,The value assigned to variable 'seconds' is never used
Chart,1,source/org/jfree/chart/axis/DateAxis.java,993,UnusedAssignment,minutes = 59;,The value assigned to variable 'minutes' is never used
Chart,1,source/org/jfree/chart/axis/DateAxis.java,994,UnusedAssignment,seconds = 59;,The value assigned to variable 'seconds' is never used
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1466,UnusedAssignment,String lowerStr = null;,The initializer for variable 'lowerStr' is never used (overwritten on lines 1470 and 1474)
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1467,UnusedAssignment,String upperStr = null;,The initializer for variable 'upperStr' is never used (overwritten on lines 1471 and 1475)
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1519,UnusedAssignment,String lowerStr = null;,The initializer for variable 'lowerStr' is never used (overwritten on lines 1523 and 1527)
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1520,UnusedAssignment,String upperStr = null;,The initializer for variable 'upperStr' is never used (overwritten on lines 1524 and 1528)
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1649,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 1653, 1664 and 1668)"
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1650,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 1654, 1665 and 1669)"
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1762,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 1766, 1777 and 1781)"
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1763,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 1767, 1778 and 1782)"
Chart,1,source/org/jfree/chart/axis/DateAxis.java,1870,UnusedAssignment,Range adjusted = null;,The initializer for variable 'adjusted' is never used (overwritten on lines 1872 and 1878)
Chart,1,source/org/jfree/chart/axis/LogAxis.java,319,UnusedAssignment,double log = 0.0;,The initializer for variable 'log' is never used (overwritten on lines 321 and 325)
Chart,1,source/org/jfree/chart/axis/LogAxis.java,449,UnusedAssignment,AxisState state = null;,The initializer for variable 'state' is never used (overwritten on lines 452 and 459)
Chart,1,source/org/jfree/chart/axis/LogAxis.java,774,UnusedAssignment,"String lowerStr = """";",The initializer for variable 'lowerStr' is never used (overwritten on lines 778 and 782)
Chart,1,source/org/jfree/chart/axis/LogAxis.java,775,UnusedAssignment,"String upperStr = """";",The initializer for variable 'upperStr' is never used (overwritten on lines 779 and 783)
Chart,1,source/org/jfree/chart/axis/LogAxis.java,807,UnusedAssignment,Range adjusted = null;,The initializer for variable 'adjusted' is never used (overwritten on lines 811 and 816)
Chart,1,source/org/jfree/chart/axis/LogarithmicAxis.java,838,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 842, 853 and 857)"
Chart,1,source/org/jfree/chart/axis/LogarithmicAxis.java,839,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 843, 854 and 858)"
Chart,1,source/org/jfree/chart/axis/LogarithmicAxis.java,1028,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 1033, 1038, 1045 and 1049)"
Chart,1,source/org/jfree/chart/axis/LogarithmicAxis.java,1029,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 1034, 1039, 1046 and 1050)"
Chart,1,source/org/jfree/chart/axis/ModuloAxis.java,144,UnusedAssignment,double result = 0.0;,"The initializer for variable 'result' is never used (overwritten on lines 147, 155 and 158)"
Chart,1,source/org/jfree/chart/axis/ModuloAxis.java,387,UnusedAssignment,double axisLength = 0.0;,The initializer for variable 'axisLength' is never used (overwritten on lines 389 and 392)
Chart,1,source/org/jfree/chart/axis/ModuloAxis.java,395,UnusedAssignment,double areaLength = 0.0;,The initializer for variable 'areaLength' is never used (overwritten on lines 397 and 400)
Chart,1,source/org/jfree/chart/axis/NumberAxis.java,658,UnusedAssignment,AxisState state = null;,The initializer for variable 'state' is never used (overwritten on lines 661 and 670)
Chart,1,source/org/jfree/chart/axis/NumberAxis.java,1016,UnusedAssignment,"String lowerStr = """";",The initializer for variable 'lowerStr' is never used (overwritten on lines 1020 and 1024)
Chart,1,source/org/jfree/chart/axis/NumberAxis.java,1017,UnusedAssignment,"String upperStr = """";",The initializer for variable 'upperStr' is never used (overwritten on lines 1021 and 1025)
Chart,1,source/org/jfree/chart/axis/NumberAxis.java,1210,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 1214, 1225 and 1229)"
Chart,1,source/org/jfree/chart/axis/NumberAxis.java,1211,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 1215, 1226 and 1230)"
Chart,1,source/org/jfree/chart/axis/NumberAxis.java,1308,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 1313, 1318, 1325 and 1329)"
Chart,1,source/org/jfree/chart/axis/NumberAxis.java,1309,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 1314, 1319, 1326 and 1330)"
Chart,1,source/org/jfree/chart/axis/PeriodAxis.java,615,UnusedAssignment,double labelHeight = 0.0;,The initializer for variable 'labelHeight' is never used (overwritten on line 627)
Chart,1,source/org/jfree/chart/axis/PeriodAxis.java,616,UnusedAssignment,double labelWidth = 0.0;,The initializer for variable 'labelWidth' is never used (overwritten on line 631)
Chart,1,source/org/jfree/chart/axis/PeriodAxis.java,719,UnusedAssignment,double x0 = dataArea.getX();,The initializer for variable 'x0' is never used (overwritten on line 733)
Chart,1,source/org/jfree/chart/axis/PeriodAxis.java,1030,UnusedAssignment,double result = Double.NaN;,The initializer for variable 'result' is never used (overwritten on lines 1044 and 1048)
Chart,1,source/org/jfree/chart/axis/PeriodAxisLabelInfo.java,338,UnusedAssignment,int result = 41;,The initializer for variable 'result' is never used (overwritten on line 339)
Chart,1,source/org/jfree/chart/axis/PeriodAxisLabelInfo.java,339,UnusedAssignment,result = 37 * this.periodClass.hashCode();,The value assigned to variable 'result' is never used (overwritten on line 340)
Chart,1,source/org/jfree/chart/axis/SegmentedTimeline.java,777,UnusedAssignment,boolean contains = true;,The initializer for variable 'contains' is never used (overwritten on line 779)
Chart,1,source/org/jfree/chart/axis/SubCategoryAxis.java,228,UnusedAssignment,double dim = 0.0;,The initializer for variable 'dim' is never used (overwritten on lines 230 and 233)
Chart,1,source/org/jfree/chart/axis/SubCategoryAxis.java,364,UnusedAssignment,float xx = 0.0f;,The initializer for variable 'xx' is never used (overwritten on lines 368 and 372)
Chart,1,source/org/jfree/chart/axis/SubCategoryAxis.java,365,UnusedAssignment,float yy = 0.0f;,The initializer for variable 'yy' is never used (overwritten on lines 369 and 373)
Chart,1,source/org/jfree/chart/axis/SymbolAxis.java,619,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 623, 634 and 638)"
Chart,1,source/org/jfree/chart/axis/SymbolAxis.java,620,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 624, 635 and 639)"
Chart,1,source/org/jfree/chart/axis/SymbolAxis.java,713,UnusedAssignment,TextAnchor anchor = null;,"The initializer for variable 'anchor' is never used (overwritten on lines 717, 728 and 732)"
Chart,1,source/org/jfree/chart/axis/SymbolAxis.java,714,UnusedAssignment,TextAnchor rotationAnchor = null;,"The initializer for variable 'rotationAnchor' is never used (overwritten on lines 718, 729 and 733)"
Chart,1,source/org/jfree/chart/axis/ValueAxis.java,809,UnusedAssignment,double labelHeight = 0.0;,The initializer for variable 'labelHeight' is never used (overwritten on line 812)
Chart,1,source/org/jfree/chart/axis/ValueAxis.java,810,UnusedAssignment,double labelWidth = 0.0;,The initializer for variable 'labelWidth' is never used (overwritten on line 816)
Chart,1,source/org/jfree/chart/axis/ValueAxis.java,1593,UnusedAssignment,Range adjusted = null;,The initializer for variable 'adjusted' is never used (overwritten on lines 1595 and 1599)
Chart,1,source/org/jfree/chart/block/BlockContainer.java,205,UnusedAssignment,EntityBlockParams ebp = null;,The initializer for variable 'ebp' is never used (overwritten on line 208)
Chart,1,source/org/jfree/chart/block/BlockContainer.java,217,UnusedAssignment,contentArea = trimPadding(contentArea);,The value assigned to variable 'contentArea' is never used
Chart,1,source/org/jfree/chart/encoders/ImageEncoderFactory.java,102,UnusedAssignment,ImageEncoder imageEncoder = null;,The initializer for variable 'imageEncoder' is never used (overwritten on line 110)
Chart,1,source/org/jfree/chart/imagemap/ImageMapUtilities.java,102,UnusedAssignment,ToolTipTagFragmentGenerator toolTipTagFragmentGenerator = null;,The initializer for variable 'toolTipTagFragmentGenerator' is never used (overwritten on lines 105 and 109)
Chart,1,source/org/jfree/chart/labels/AbstractCategoryItemLabelGenerator.java,228,UnusedAssignment,String result = null;,The initializer for variable 'result' is never used (overwritten on line 230)
Chart,1,source/org/jfree/chart/labels/AbstractXYItemLabelGenerator.java,247,UnusedAssignment,String result = null;,The initializer for variable 'result' is never used (overwritten on line 249)
Chart,1,source/org/jfree/chart/labels/BubbleXYItemLabelGenerator.java,180,UnusedAssignment,String result = null;,The initializer for variable 'result' is never used (overwritten on line 188)
Chart,1,source/org/jfree/chart/labels/BubbleXYItemLabelGenerator.java,181,UnusedAssignment,Object[] items = null;,The initializer for variable 'items' is never used (overwritten on lines 183 and 186)
Chart,1,source/org/jfree/chart/labels/StandardXYZToolTipGenerator.java,180,UnusedAssignment,String result = null;,The initializer for variable 'result' is never used (overwritten on line 182)
Chart,1,source/org/jfree/chart/needle/ArrowNeedle.java,71,UnusedAssignment,private boolean isArrowAtTop = true;,The field initializer for 'isArrowAtTop' is never used (overwritten on line 80)
Chart,1,source/org/jfree/chart/needle/ArrowNeedle.java,95,UnusedAssignment,Shape d = null;,The initializer for variable 'd' is never used (overwritten on lines 117 and 120)
Chart,1,source/org/jfree/chart/panel/CrosshairOverlay.java,384,UnusedAssignment,double x = 0.0;,The initializer for variable 'x' is never used (overwritten on lines 402 and 418)
Chart,1,source/org/jfree/chart/panel/CrosshairOverlay.java,385,UnusedAssignment,double y = 0.0;,The initializer for variable 'y' is never used (overwritten on lines 403 and 419)
Chart,1,source/org/jfree/chart/panel/CrosshairOverlay.java,398,UnusedLocalVariable,Rectangle rect = line.getBounds();,Avoid unused local variables such as 'rect'.
Chart,1,source/org/jfree/chart/panel/ZoomHandler.java,98,UnusedAssignment,boolean hZoom = false;,The initializer for variable 'hZoom' is never used (overwritten on lines 101 and 105)
Chart,1,source/org/jfree/chart/panel/ZoomHandler.java,99,UnusedAssignment,boolean vZoom = false;,The initializer for variable 'vZoom' is never used (overwritten on lines 102 and 106)
Chart,1,source/org/jfree/chart/panel/ZoomHandler.java,149,UnusedAssignment,boolean hZoom = false;,The initializer for variable 'hZoom' is never used (overwritten on lines 152 and 156)
Chart,1,source/org/jfree/chart/panel/ZoomHandler.java,150,UnusedAssignment,boolean vZoom = false;,The initializer for variable 'vZoom' is never used (overwritten on lines 153 and 157)
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,974,UnusedAssignment,RectangleEdge result = null;,The initializer for variable 'result' is never used (overwritten on lines 977 and 980)
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1484,UnusedAssignment,CategoryAxis axis = null;,The initializer for variable 'axis' is never used (overwritten on lines 1490 and 1493)
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1550,UnusedAssignment,ValueAxis axis = null;,The initializer for variable 'axis' is never used (overwritten on lines 1556 and 1559)
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,4116,UnusedAssignment,boolean paintLine = false;,The initializer for variable 'paintLine' is never used (overwritten on line 4119)
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,4297,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 4301 and 4307)
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,4339,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 4343 and 4349)
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,5387,UnusedFormalParameter,"CategoryDataset dataset, Object source) {",Avoid unused method parameters such as 'source'.
Chart,1,source/org/jfree/chart/plot/CompassPlot.java,574,UnusedAssignment,int outerRadius = 0;,The initializer for variable 'outerRadius' is never used (overwritten on line 627)
Chart,1,source/org/jfree/chart/plot/CompassPlot.java,575,UnusedAssignment,int innerRadius = 0;,The initializer for variable 'innerRadius' is never used (overwritten on line 628)
Chart,1,source/org/jfree/chart/plot/CompassPlot.java,679,UnusedAssignment,int current = 0;,The initializer for variable 'current' is never used (overwritten on line 689)
Chart,1,source/org/jfree/chart/plot/CompassPlot.java,680,UnusedAssignment,double value = 0;,The initializer for variable 'value' is never used (overwritten on line 686)
Chart,1,source/org/jfree/chart/plot/CrosshairState.java,211,UnusedAssignment,double d = 0.0;,The initializer for variable 'd' is never used (overwritten on lines 213 and 224)
Chart,1,source/org/jfree/chart/plot/DefaultDrawingSupplier.java,293,UnusedAssignment,int[] xpoints = null;,The initializer for variable 'xpoints' is never used (overwritten on line 302)
Chart,1,source/org/jfree/chart/plot/DefaultDrawingSupplier.java,294,UnusedAssignment,int[] ypoints = null;,The initializer for variable 'ypoints' is never used (overwritten on line 303)
Chart,1,source/org/jfree/chart/plot/MeterPlot.java,1024,UnusedAssignment,int joinType = Arc2D.OPEN;,"The initializer for variable 'joinType' is never used (overwritten on lines 1026, 1030, 1033 and 1037)"
Chart,1,source/org/jfree/chart/plot/MeterPlot.java,1111,UnusedAssignment,double valueP2X = 0;,The initializer for variable 'valueP2X' is never used (overwritten on line 1122)
Chart,1,source/org/jfree/chart/plot/MeterPlot.java,1112,UnusedAssignment,double valueP2Y = 0;,The initializer for variable 'valueP2Y' is never used (overwritten on line 1124)
Chart,1,source/org/jfree/chart/plot/MultiplePiePlot.java,417,UnusedAssignment,int pieCount = 0;,The initializer for variable 'pieCount' is never used (overwritten on lines 419 and 422)
Chart,1,source/org/jfree/chart/plot/MultiplePiePlot.java,453,UnusedAssignment,String title = null;,The initializer for variable 'title' is never used (overwritten on lines 455 and 458)
Chart,1,source/org/jfree/chart/plot/MultiplePiePlot.java,462,UnusedAssignment,PieDataset piedataset = null;,The initializer for variable 'piedataset' is never used (overwritten on lines 466 and 470)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,937,UnusedAssignment,Paint result = null;,The initializer for variable 'result' is never used (overwritten on line 940)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,1187,UnusedAssignment,Paint result = null;,The initializer for variable 'result' is never used (overwritten on line 1193)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,1383,UnusedAssignment,Stroke result = null;,The initializer for variable 'result' is never used (overwritten on line 1386)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,2608,UnusedLocalVariable,double runningTotal = 0.0;,Avoid unused local variables such as 'runningTotal'.
Chart,1,source/org/jfree/chart/plot/PiePlot.java,2657,UnusedAssignment,double angle1 = 0.0;,The initializer for variable 'angle1' is never used (overwritten on lines 2661 and 2665)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,2658,UnusedAssignment,double angle2 = 0.0;,The initializer for variable 'angle2' is never used (overwritten on lines 2662 and 2666)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,2763,UnusedAssignment,boolean include = true;,The initializer for variable 'include' is never used (overwritten on lines 2767 and 2771)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,2859,UnusedAssignment,boolean include = true;,The initializer for variable 'include' is never used (overwritten on lines 2863 and 2867)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,3038,UnusedLocalVariable,int section = 0;,Avoid unused local variables such as 'section'.
Chart,1,source/org/jfree/chart/plot/PiePlot.java,3044,UnusedAssignment,boolean include = true;,"The initializer for variable 'include' is never used (overwritten on lines 3046, 3051 and 3054)"
Chart,1,source/org/jfree/chart/plot/PiePlot.java,3255,UnusedFormalParameter,"PieDataset dataset, Object source) {",Avoid unused method parameters such as 'source'.
Chart,1,source/org/jfree/chart/plot/PiePlot.java,3309,UnusedLocalVariable,Rectangle2D linkArea = areas[0];,Avoid unused local variables such as 'linkArea'.
Chart,1,source/org/jfree/chart/plot/PiePlot.java,3422,UnusedAssignment,double angle1 = 0.0;,The initializer for variable 'angle1' is never used (overwritten on lines 3437 and 3441)
Chart,1,source/org/jfree/chart/plot/PiePlot.java,3423,UnusedAssignment,double angle2 = 0.0;,The initializer for variable 'angle2' is never used (overwritten on lines 3438 and 3442)
Chart,1,source/org/jfree/chart/plot/PiePlot3D.java,361,UnusedAssignment,"plotArea = new Rectangle2D.Double(plotArea.getCenterX() - min,",The value assigned to variable 'plotArea' is never used
Chart,1,source/org/jfree/chart/plot/PiePlot3D.java,454,UnusedAssignment,"arc = new Arc2D.Double(arcX, arcY + depth, pieArea.getWidth(),",The value assigned to variable 'arc' is never used (overwritten on lines 460 and 534)
Chart,1,source/org/jfree/chart/plot/Plot.java,625,UnusedAssignment,DrawingSupplier result = null;,The initializer for variable 'result' is never used (overwritten on lines 628 and 631)
Chart,1,source/org/jfree/chart/plot/RingPlot.java,350,UnusedAssignment,double angle1 = 0.0;,The initializer for variable 'angle1' is never used (overwritten on lines 355 and 359)
Chart,1,source/org/jfree/chart/plot/RingPlot.java,351,UnusedAssignment,double angle2 = 0.0;,The initializer for variable 'angle2' is never used (overwritten on lines 356 and 360)
Chart,1,source/org/jfree/chart/plot/SpiderWebPlot.java,1173,UnusedAssignment,"int seriesCount = 0, catCount = 0;",The initializer for variable 'seriesCount' is never used (overwritten on lines 1176 and 1180)
Chart,1,source/org/jfree/chart/plot/SpiderWebPlot.java,1173,UnusedAssignment,"int seriesCount = 0, catCount = 0;",The initializer for variable 'catCount' is never used (overwritten on lines 1177 and 1181)
Chart,1,source/org/jfree/chart/plot/SpiderWebPlot.java,1249,UnusedAssignment,double v = 0;,The initializer for variable 'v' is never used (overwritten on line 1256)
Chart,1,source/org/jfree/chart/plot/SpiderWebPlot.java,1250,UnusedAssignment,Number nV = null;,The initializer for variable 'nV' is never used (overwritten on line 1254)
Chart,1,source/org/jfree/chart/plot/SpiderWebPlot.java,1337,UnusedAssignment,int row = 0; int col = 0;,The initializer for variable 'row' is never used (overwritten on lines 1339 and 1343)
Chart,1,source/org/jfree/chart/plot/SpiderWebPlot.java,1337,UnusedAssignment,int row = 0; int col = 0;,The initializer for variable 'col' is never used (overwritten on lines 1340 and 1344)
Chart,1,source/org/jfree/chart/plot/SpiderWebPlot.java,1429,UnusedAssignment,String label = null;,The initializer for variable 'label' is never used (overwritten on lines 1432 and 1436)
Chart,1,source/org/jfree/chart/plot/ThermometerPlot.java,1114,UnusedAssignment,String temp = null;,The initializer for variable 'temp' is never used (overwritten on line 1269)
Chart,1,source/org/jfree/chart/plot/ThermometerPlot.java,1115,UnusedAssignment,FontMetrics metrics = null;,The initializer for variable 'metrics' is never used (overwritten on lines 1256 and 1283)
Chart,1,source/org/jfree/chart/plot/ThermometerPlot.java,1229,UnusedAssignment,double cursor = 0;,The initializer for variable 'cursor' is never used (overwritten on lines 1233 and 1243)
Chart,1,source/org/jfree/chart/plot/WaferMapPlot.java,284,UnusedAssignment,double major = 0d;,The initializer for variable 'major' is never used (overwritten on lines 287 and 291)
Chart,1,source/org/jfree/chart/plot/WaferMapPlot.java,285,UnusedAssignment,double minor = 0d;,The initializer for variable 'minor' is never used (overwritten on lines 288 and 292)
Chart,1,source/org/jfree/chart/plot/WaferMapPlot.java,348,UnusedAssignment,double major = 0d;,The initializer for variable 'major' is never used (overwritten on lines 351 and 355)
Chart,1,source/org/jfree/chart/plot/WaferMapPlot.java,349,UnusedAssignment,double minor = 0d;,The initializer for variable 'minor' is never used (overwritten on lines 352 and 356)
Chart,1,source/org/jfree/chart/plot/WaferMapPlot.java,386,UnusedAssignment,Arc2D notch = null;,The initializer for variable 'notch' is never used (overwritten on lines 397 and 407)
Chart,1,source/org/jfree/chart/plot/XYPlot.java,3914,UnusedAssignment,ValueAxis valueAxis = null;,The initializer for variable 'valueAxis' is never used (overwritten on lines 3920 and 3923)
Chart,1,source/org/jfree/chart/plot/XYPlot.java,3941,UnusedAssignment,ValueAxis valueAxis = null;,The initializer for variable 'valueAxis' is never used (overwritten on lines 3947 and 3950)
Chart,1,source/org/jfree/chart/plot/XYPlot.java,3977,UnusedAssignment,boolean paintLine = false;,The initializer for variable 'paintLine' is never used (overwritten on line 3979)
Chart,1,source/org/jfree/chart/plot/XYPlot.java,4028,UnusedAssignment,boolean paintLine = false;,The initializer for variable 'paintLine' is never used (overwritten on line 4030)
Chart,1,source/org/jfree/chart/plot/XYPlot.java,4299,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 4303 and 4309)
Chart,1,source/org/jfree/chart/plot/XYPlot.java,4365,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 4369 and 4375)
Chart,1,source/org/jfree/chart/plot/XYPlot.java,5958,UnusedFormalParameter,"XYDataset dataset, Object source) {",Avoid unused method parameters such as 'source'.
Chart,1,source/org/jfree/chart/renderer/OutlierListCollection.java,179,UnusedAssignment,boolean result = false;,The initializer for variable 'result' is never used (overwritten on line 180)
Chart,1,source/org/jfree/chart/renderer/RenderAttributes.java,104,UnusedPrivateField,private ObjectList positionItemLabelPositionList;,Avoid unused private fields such as 'positionItemLabelPositionList'.
Chart,1,source/org/jfree/chart/renderer/RenderAttributes.java,106,UnusedPrivateField,private ItemLabelPosition defaultPositiveItemLabelPosition;,Avoid unused private fields such as 'defaultPositiveItemLabelPosition'.
Chart,1,source/org/jfree/chart/renderer/RenderAttributes.java,108,UnusedPrivateField,private ObjectList negativeItemLabelPositionList;,Avoid unused private fields such as 'negativeItemLabelPositionList'.
Chart,1,source/org/jfree/chart/renderer/RenderAttributes.java,110,UnusedPrivateField,private ItemLabelPosition defaultNegativeItemLabelPosition;,Avoid unused private fields such as 'defaultNegativeItemLabelPosition'.
Chart,1,source/org/jfree/chart/renderer/RendererUtilities.java,130,UnusedAssignment,mid = (low + high) / 2;,The value assigned to variable 'mid' is never used
